sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
1774,193423,1256568,Can a student drop of their mail-in ballot in the local election site or election bureau or do they have to get it back to their home country where they are registered?,Can I drop my mail in ballot off at my polling place?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my mail in ballot off at my polling place?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I drop my ballot in a drop box outside my county?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How do I return my mail ballot?</a></div>",suggestion,,,11/3/24 19:55,,,,en,2129,[EL],[Mail-in],[N],"[Suggestion, Align]",[],,,1,,TRUE,5,17:26:16,[NEU],EL_Mail-in,EL_Mail-in
1775,193411,1256455,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 19:33,Yes,,,en,2127,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:25:42,[NEU],G_State Basic,G_State Basic
1776,193395,1256362,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 19:10,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
1777,193384,1256287,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 18:52,Yes,,,en,2126,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:24:59,[NEU],G_State Basic,G_State Basic
1778,193383,1256274,Who is on the ballot in PA?,Who is on the ballot in PA?,"There are a few major types of races happening in Pennsylvania this year: the presidential, congressional (U.S. House and Senate), row office (attorney general, auditor general, and treasurer), and legislative elections. For a list of candidates, feel free to ask about a particular race. You can also enter your address into ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024"" Spotlight PA's sample ballot tool.",exact,,,11/3/24 18:48,Yes,,,en,2123,,,,,[],,,1,,TRUE,5,,,,G_Elect Basic
1779,193383,1256272,What forward party candidates are on the ballot,What candidates are on the ballot?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is on the ballot in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What Green Party candidates are running?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the third-party candidates for U.S. House of Representatives?</a></div>",suggestion,,,11/3/24 18:48,,,,en,2124,,,,,[],,,1,,TRUE,5,,,,G_Local Basic
1780,193383,1256269,Who is running for auditor general?,Who is running for auditor general?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-auditor-general-candidates-quiz/"" PA auditor general quiz to see which major party candidate for Pennsylvania auditor general most closely aligns with what matters to you.",exact,,,11/3/24 18:47,Yes,,,en,2125,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:06:17,[NEU],G_State Basic,G_State Basic
1781,193380,1256252,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 18:41,Yes,,,en,2384,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1782,193377,1256244,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 18:38,Yes,,,en,2383,,,,,[],,,1,,TRUE,5,,,,EL_Voter Reg
1783,193374,1256232,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 18:35,Yes,,,en,2122,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:24:43,[NEU],EL_Voter Reg,EL_Voter Reg
1784,193370,1256209,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 18:30,Yes,,,en,2121,[G],[State Basic],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:24:34,[NEU],G_State Basic,G_State Basic
1785,193359,1256109,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/3/24 18:05,Yes,,,en,2120,[EL],[Voter Reg],[N],"[Exact, Accept]",[],,,1,,TRUE,5,17:05:57,[NEU],EL_Voter Reg,EL_Voter Reg
1786,193352,1256038,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 17:49,Yes,,,en,,,,,,[],,,1,,,,,,,G_State Basic
1787,193345,1255985,What are the statewide races in  Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/3/24 17:34,Yes,Potentially misleading because even if their registration is labeled inactive they are still able to vote. (Add something about this?),,en,2382,,,,,[],,,1,,TRUE,5,,,,G_State Basic
1788,193335,1255927,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. The deadline to apply for a mail ballot for the Nov. 5 election was Oct. 29. If you already applied for and received your mail ballot, you have to complete it. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If youâ€™re returning your ballot in person, using a drop box, or another designated location, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,11/3/24 17:07,Yes,,,en,2381,,,,,[],,,1,,TRUE,5,,,,EL_Mail-in
1789,193334,1255920,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. The deadline to apply for a mail ballot for the Nov. 5 election was Oct. 29. If you already applied for and received your mail ballot, you have to complete it. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day. If youâ€™re returning your ballot in person, using a drop box, or another designated location, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" you must use a location in your county. If you deliver your ballot to another county, it wonâ€™t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,11/3/24 17:06,Yes,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
