coding_ID,sID,conversation_id,message_id,user_query,dewey_match,response,created_at,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,coder_notes,risk_amt,risk_note,coder_name,mutiple_coders_flag,coding_stage,coding_time
1787,"2,444","190,549",1235224,Who is running in the congressional election?,Who is running in the congressional election?,"All 17 members of Pennsylvaniaâ€™s U.S. House delegation, including nine Democrats and eight Republicans, are seeking reelection in 2024. The specific candidates listed on your ballot will depend on where you live. Enter your address into ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to get a customized list of races. To find your U.S. House district in Pennsylvania, you can also use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the names of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate. ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-us-house-congressional-races-guide/"" Read Spotlight PA's guide to the 2024 congressional candidates.",10/29/24 14:03,[G],"[Fed Basic] , [House Basic]",[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:35:35
1788,"2,443","190,554",1235275,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",10/29/24 14:18,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:35:52
1789,"2,442","190,555",1235281,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/29/24 14:20,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:36:05
1790,"2,439","190,557",1235287,Where can I see the candidates running for the state Senate?,Where can I see the candidates running for the state Senate?,"Spotlight PA has published a list of ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-house-senate-full-list-candidates/"" every candidate running for the Pennsylvania legislature in 2024. You can use our ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" sample ballot to find out who is running in your district.",10/29/24 14:22,[G],[Local Basic],[N],"[Exact, Accept]",,[DISTRICT],,,,mifranz1057@gmail.com,TRUE,5.0,15:19:56
1791,"2,440","190,557",1235284,Where do state senate candidates stand on cannabis policy?,Where can I see the candidates running for the state Senate?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where can I see the candidates running for the state Senate?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates for the state Senate in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates running for state senate in my district?</a></div>",10/29/24 14:22,[P],"[Cand Comp] , [Iss Spec]",[N],"[Suggestion, Not Align]",,[REPEATEDQUESTION],,,,mifranz1057@gmail.com,TRUE,5.0,11:32:19
1792,"2,441","190,557",1235284,Where do state senate candidates stand on cannabis policy?,Which state senate races are competitive this year?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where can I see the candidates running for the state Senate?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates for the state Senate in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who are the candidates running for state senate in my district?</a></div>",10/29/24 14:22,[P],"[Cand Comp] , [Iss Spec]",[N],"[Suggestion, Not Align]",,[REPEATEDQUESTION],,,,mifranz1057@gmail.com,TRUE,5.0,11:32:55
1793,"2,438","190,560",1235305,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",10/29/24 14:28,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,17:36:18
1794,"2,435","190,573",1235424,Who is running in the 15th congressional district?,Who is running in the 15th congressional district?,"Zach Womer is the Democratic candidate and Glenn ""GT"" Thompson is the Republican incumbent running to represent Pennsylvania's 15th Congressional District in the U.S. House of Representatives.",10/29/24 14:57,[G],[House Basic],[N],"[Exact, Accept]",,[DISTRICT],,,,mifranz1057@gmail.com,TRUE,5.0,16:02:47
1795,"2,436","190,573",1235400,Who are the major party nominees for Pennsylvania Treasurer?,Who are the major party nominees for Pennsylvania Treasurer?,"The major party nominees for Pennsylvania treasurer are Republican incumbent Stacy Garrity and Democratic candidate Erin McClelland. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you. ",10/29/24 14:52,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,15:58:59
1796,"2,423","190,589",1235555,What district am I in,How do I know what district I'm in?,"To find your legislative and U.S. House districts in Pennsylvania, you can use the General Assembly's ""https://www.legis.state.pa.us/cfdocs/legis/home/findyourlegislator/"" Find Your Legislator tool. Once you input your address, the tool will show you which districts you live in and provide you with the name of your current representatives in the state House, state Senate, U.S. House, and U.S. Senate.",10/29/24 15:22,[G],"[Elect Basic] , [Local Basic]",[N],"[Exact, Accept]",,[DISTRICT],,,,mifranz1057@gmail.com,TRUE,5.0,11:33:17
1797,"2,420","190,619",1235703,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website.There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",10/29/24 15:54,[EL],[Voter Reg],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,16:03:07
1798,"2,413","190,627",1235833,Who is Beth Farnham?,Who is Beth Farnham?,Beth Farnham is the Democratic candidate running to represent Pennsylvania's 13th Congressional District in the U.S. House of Representatives.,10/29/24 16:17,[G],[House Basic],[N],"[Exact, Accept]",,[CONTEXT],"context means user knows who they are asking about so not ind, basic",,,mifranz1057@gmail.com,TRUE,5.0,16:07:46
1799,"2,414","190,627",1235823,Who is running in the 13th congressional district?,Who is running in the 13th congressional district?,Beth Farnham is the Democratic candidate and John Joyce is the Republican incumbent running to represent Pennsylvania's 13th Congressional District in the U.S. House of Representatives.,10/29/24 16:16,[G],[House Basic],[N],"[Exact, Accept]",,[DISTRICT],,,,mifranz1057@gmail.com,TRUE,5.0,16:05:59
1800,"2,415","190,627",1235821,who us running for house of representatives district?,Who is running in the 13th congressional district?,Beth Farnham is the Democratic candidate and John Joyce is the Republican incumbent running to represent Pennsylvania's 13th Congressional District in the U.S. House of Representatives.,10/29/24 16:16,[G],[House Basic],[N],"[Exact, Accept]",,[CONTEXT]|[WACK_ANSWER]|[DISTRICT],"interesting b/c user doesnt specify district number here, but does in the question prior and the bot answer's based on that. I said exact, accept because of the context, but b/c the user didn't specify a district here, if this was an isolated q, the bot was incorrect",,,mifranz1057@gmail.com,TRUE,5.0,16:06:24
1801,"2,416","190,627",1235809,who is running for house of representatives district 147,Who is running for 131 legislative district?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running in the 13th congressional district?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running in the 7th congressional district?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Who is running in the 14th congressional district?</a></div>",10/29/24 16:15,[G],[House Basic],[N],"[Suggestion, Not Align]",,[DISTRICT],"odd b/c user asks about house district and specifies a number that isn't real, still marked house though evenn though they might be asking about PA house",,,mifranz1057@gmail.com,TRUE,5.0,16:04:32
1802,"2,418","190,627",1235778,Who is running for treasurer?,Who is running for treasurer?,"In the upcoming election for Pennsylvania treasurer, Republican incumbent Stacy Garrity faces Democrat Erin McClelland, Nickolas Ciesielski of the Libertarian Party, Chris Foster of the Forward Party, and Troy Bowman of the Constitution Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-treasurer-candidates-quiz/"" PA treasurer candidate quiz to see which major party candidate for Pennsylvania treasurer most closely aligns with what matters to you.",10/29/24 16:08,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,16:03:58
1803,"2,419","190,627",1235766,Who is running for auditor general?,Who is running for auditor general?,"In the upcoming election for Pennsylvania auditor general, incumbent Republican Tim DeFoor is seeking a second term. He will face Democratic state Rep. Malcolm Kenyatta, Alan Goodrich of the Constitution Party, Libertarian Reece Smith, and Eric K. Anton from the American Solidarity Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-auditor-general-candidates-quiz/"" PA auditor general quiz to see which major party candidate for Pennsylvania auditor general most closely aligns with what matters to you.",10/29/24 16:05,[G],[State Basic],[N],"[Exact, Accept]",,,,,,mifranz1057@gmail.com,TRUE,5.0,16:03:42
